Region,Altitude,Mois,Saison,SOC,Clay,Nitrogen,CEC,Temp,Hum,pH,Lux,CE,Crop
Alaotra-Mangoro,721.0,8,1,16.6,25.9,13.3,14.3,31.6,83.8,5.5,36280.0,1166.0,Riz_Decrue
Sofia,49.0,5,1,24.8,23.3,16.4,10.2,30.2,88.7,5.3,38603.0,1597.0,Riz_Decrue
Vakinankaratra,1309.0,6,1,36.1,33.3,28.2,15.2,24.9,70.8,6.1,37595.0,431.0,Fraise
Vakinankaratra,1558.0,6,1,36.1,33.3,28.2,15.2,11.0,64.0,6.6,49433.0,775.0,Pomme
Sofia,167.0,1,0,24.8,23.3,16.4,10.2,17.2,68.4,6.8,39758.0,1050.0,Arachide
Bongolava,1206.0,5,1,24.5,32.2,18.9,13.2,15.7,61.7,7.4,49482.0,471.0,Haricot_CS
Vakinankaratra,1333.0,6,1,36.1,33.3,28.2,15.2,19.0,56.1,7.5,41812.0,496.0,Haricot_CS
Betsiboka,195.0,12,0,27.9,23.7,28.2,10.9,18.9,45.3,6.3,37731.0,811.0,Arachide
Vakinankaratra,1650.0,5,1,36.1,33.3,28.2,15.2,18.3,57.1,6.0,40452.0,797.0,Haricot_CS
Alaotra-Mangoro,1018.0,2,0,16.6,25.9,13.3,14.3,24.8,61.6,6.0,51522.0,743.0,Haricot
Itasy,1288.0,5,1,28.4,33.2,25.5,14.3,18.7,77.8,5.5,41632.0,580.0,Fraise
Itasy,1503.0,5,1,28.4,33.2,25.5,14.3,21.6,82.8,6.1,43698.0,863.0,Pomme_de_Terre
Analanjirofo,320.0,12,0,54.8,35.0,29.5,18.5,33.5,92.7,6.2,58265.0,1085.0,Banane
Haute Matsiatra,1321.0,2,0,24.1,24.9,18.2,12.7,22.6,66.0,6.2,65891.0,658.0,Orange
Atsinanana,365.0,11,0,60.7,39.8,32.2,16.4,20.7,78.0,5.6,58139.0,827.0,Litchi
Menabe,367.0,6,1,23.9,28.2,16.9,14.4,28.4,80.8,6.1,57516.0,621.0,Riz_Decrue
Vakinankaratra,1456.0,6,1,36.1,33.3,28.2,15.2,24.3,65.6,6.6,46771.0,969.0,Tomate
Analamanga,1547.0,7,1,23.4,27.6,19.5,16.3,19.1,81.9,6.5,49688.0,665.0,Pomme_de_Terre
Sofia,86.0,6,1,24.8,23.3,16.4,10.2,18.8,55.8,6.1,43722.0,729.0,Oignon
Vatovavy-Fitovinany,266.0,1,0,54.5,26.3,29.7,21.3,23.1,65.9,6.1,29793.0,741.0,Haricot
Diana,179.0,2,0,30.8,26.1,20.5,24.4,20.6,66.8,6.4,55221.0,916.0,Orange
Vakinankaratra,1794.0,6,1,36.1,33.3,28.2,15.2,20.1,68.9,6.4,51946.0,1090.0,Haricot_CS
Menabe,379.0,5,1,23.9,28.2,16.9,14.4,27.3,88.1,5.3,48123.0,1418.0,Riz_Decrue
Haute Matsiatra,1328.0,5,1,24.1,24.9,18.2,12.7,18.0,68.0,5.6,60755.0,1285.0,Tomate
Itasy,1393.0,12,0,28.4,33.2,25.5,14.3,22.2,76.4,5.7,52192.0,425.0,Riz_Plateau
Atsinanana,368.0,1,0,60.7,39.8,32.2,16.4,26.8,93.9,5.7,43406.0,969.0,Banane
Haute Matsiatra,1062.0,11,0,24.1,24.9,18.2,12.7,22.5,72.7,6.3,50364.0,978.0,Riz_Plateau
Anosy,498.0,12,0,19.2,22.4,16.0,15.2,31.7,35.2,6.9,51066.0,1134.0,Sorgho
Diana,381.0,2,0,30.8,26.1,20.5,24.4,22.8,68.7,7.3,49526.0,1273.0,Orange
Vakinankaratra,1374.0,1,0,36.1,33.3,28.2,15.2,11.4,62.6,6.6,51951.0,620.0,Haricot
Amoron'i Mania,1406.0,6,1,31.1,27.9,19.6,13.9,10.1,79.0,6.2,41260.0,882.0,Pomme
SAVA,55.0,11,0,64.8,36.6,48.0,20.9,27.3,68.0,6.7,46935.0,456.0,Maïs
Haute Matsiatra,1193.0,1,0,24.1,24.9,18.2,12.7,21.9,56.3,7.4,45162.0,1009.0,Orange
Vakinankaratra,1442.0,6,1,36.1,33.3,28.2,15.2,19.3,78.9,5.6,32591.0,804.0,Fraise
Atsimo-Atsinanana,311.0,3,0,49.2,29.9,29.9,18.8,23.3,58.7,6.5,43317.0,560.0,Maïs
Analanjirofo,321.0,11,0,54.8,35.0,29.5,18.5,26.5,89.6,6.1,63117.0,712.0,Litchi
Bongolava,983.0,11,0,24.5,32.2,18.9,13.2,25.3,68.5,4.7,63999.0,869.0,Ananas
Bongolava,891.0,12,0,24.5,32.2,18.9,13.2,29.6,89.1,6.1,38309.0,1178.0,Banane
Diana,51.0,11,0,30.8,26.1,20.5,24.4,32.6,58.0,6.0,70807.0,583.0,Mangue
Itasy,1440.0,4,0,28.4,33.2,25.5,14.3,18.5,79.5,5.8,31189.0,756.0,Fraise
Haute Matsiatra,1465.0,5,1,24.1,24.9,18.2,12.7,26.4,70.7,6.5,64824.0,1963.0,Tomate
Menabe,253.0,5,1,23.9,28.2,16.9,14.4,28.9,50.7,6.4,62495.0,1837.0,Pois_du_Cap
Atsinanana,231.0,11,0,60.7,39.8,32.2,16.4,26.6,60.4,5.4,51171.0,1044.0,Ananas
Vakinankaratra,1800.0,12,0,36.1,33.3,28.2,15.2,34.4,36.9,6.1,56307.0,1798.0,Sorgho
Menabe,271.0,12,0,23.9,28.2,16.9,14.4,33.8,48.6,6.5,62736.0,1198.0,Sorgho
Sofia,492.0,6,1,24.8,23.3,16.4,10.2,26.8,85.4,6.4,36668.0,509.0,Riz_Decrue
Sofia,181.0,11,0,24.8,23.3,16.4,10.2,23.0,98.8,5.6,46727.0,697.0,Riz_Bas_Fonds
Analamanga,1545.0,6,1,23.4,27.6,19.5,16.3,20.4,76.9,6.1,46855.0,1614.0,Pomme_de_Terre
Menabe,95.0,1,0,23.9,28.2,16.9,14.4,23.4,64.4,5.6,55693.0,750.0,Riz_Plateau
Itasy,1010.0,6,1,28.4,33.2,25.5,14.3,18.6,83.0,5.8,37814.0,1488.0,Pomme_de_Terre
Alaotra-Mangoro,1145.0,2,0,16.6,25.9,13.3,14.3,18.0,66.7,6.6,52142.0,703.0,Haricot
Bongolava,1118.0,12,0,24.5,32.2,18.9,13.2,30.5,98.5,5.4,51966.0,1224.0,Riz_Bas_Fonds
Itasy,1470.0,5,1,28.4,33.2,25.5,14.3,24.3,75.6,5.8,26535.0,491.0,Fraise
Vatovavy-Fitovinany,358.0,12,0,54.5,26.3,29.7,21.3,28.3,75.7,5.5,64382.0,965.0,Riz_Plateau
Vakinankaratra,1474.0,8,1,36.1,33.3,28.2,15.2,27.4,53.7,6.9,36603.0,845.0,Oignon
Analamanga,1487.0,7,1,23.4,27.6,19.5,16.3,26.7,66.4,6.7,37622.0,912.0,Tomate
Analamanga,1588.0,4,0,23.4,27.6,19.5,16.3,21.8,79.7,5.9,26374.0,553.0,Fraise
Androy,257.0,6,1,14.8,24.7,10.9,22.8,29.1,45.3,7.1,41631.0,958.0,Sorgho_CS
Androy,300.0,7,1,14.8,24.7,10.9,22.8,31.6,32.4,7.1,60107.0,791.0,Sorgho_CS
Vakinankaratra,1823.0,7,1,36.1,33.3,28.2,15.2,18.0,66.9,6.2,48928.0,834.0,Pomme
Analamanga,1235.0,8,1,23.4,27.6,19.5,16.3,23.9,61.3,5.8,49180.0,1224.0,Tomate
Atsinanana,265.0,12,0,60.7,39.8,32.2,16.4,31.1,92.8,6.9,47282.0,1210.0,Banane
Sofia,145.0,1,0,24.8,23.3,16.4,10.2,32.9,30.7,5.8,63858.0,875.0,Sorgho
Anosy,586.0,8,1,19.2,22.4,16.0,15.2,25.5,68.7,6.4,32549.0,1142.0,Oignon
Alaotra-Mangoro,987.0,5,1,16.6,25.9,13.3,14.3,15.4,66.3,7.5,40804.0,345.0,Haricot_CS
Boeny,166.0,11,0,28.2,24.7,21.7,15.4,22.6,90.1,6.5,46843.0,896.0,Riz_Bas_Fonds
Anosy,347.0,7,1,19.2,22.4,16.0,15.2,25.4,32.5,6.3,50073.0,844.0,Sorgho_CS
Atsimo-Andrefana,30.0,7,1,25.3,27.9,10.9,14.1,28.8,35.8,6.3,41460.0,1455.0,Pois_du_Cap
Vakinankaratra,1736.0,7,1,36.1,33.3,28.2,15.2,19.2,60.2,6.4,51405.0,827.0,Pomme
Itasy,1736.0,6,1,28.4,33.2,25.5,14.3,13.7,71.8,6.0,42661.0,860.0,Pomme_de_Terre
Atsinanana,159.0,1,0,60.7,39.8,32.2,16.4,17.9,68.5,5.8,50744.0,1054.0,Arachide
Ihorombe,1139.0,1,0,15.9,28.1,12.1,17.6,22.3,66.5,6.8,35716.0,1131.0,Arachide
Boeny,268.0,2,0,28.2,24.7,21.7,15.4,12.6,60.8,6.9,41084.0,919.0,Haricot
Betsiboka,333.0,2,0,27.9,23.7,28.2,10.9,14.9,73.7,6.3,40393.0,659.0,Haricot
Anosy,342.0,12,0,19.2,22.4,16.0,15.2,18.5,79.5,6.8,53427.0,564.0,Haricot
SAVA,55.0,10,1,64.8,36.6,48.0,20.9,31.4,82.4,5.3,66224.0,404.0,Ananas
Betsiboka,387.0,12,0,27.9,23.7,28.2,10.9,22.6,53.1,6.6,50712.0,1536.0,Maïs
Analanjirofo,372.0,12,0,54.8,35.0,29.5,18.5,20.1,76.9,6.1,44782.0,639.0,Litchi
SAVA,99.0,12,0,64.8,36.6,48.0,20.9,28.6,74.7,5.9,53266.0,807.0,Litchi
Diana,361.0,1,0,30.8,26.1,20.5,24.4,28.2,68.9,6.3,50839.0,982.0,Riz_Plateau
SAVA,138.0,11,0,64.8,36.6,48.0,20.9,31.8,63.1,5.2,53666.0,848.0,Ananas
Vakinankaratra,1848.0,6,1,36.1,33.3,28.2,15.2,12.0,83.9,5.7,40632.0,1295.0,Pomme_de_Terre
Menabe,400.0,1,0,23.9,28.2,16.9,14.4,32.2,63.1,6.0,54708.0,806.0,Riz_Plateau
Itasy,1177.0,11,0,28.4,33.2,25.5,14.3,20.3,60.4,6.8,37586.0,401.0,Maïs
Ihorombe,643.0,12,0,15.9,28.1,12.1,17.6,21.9,70.4,7.0,43149.0,1653.0,Maïs
Diana,385.0,12,0,30.8,26.1,20.5,24.4,29.6,60.6,5.9,77225.0,499.0,Mangue
Amoron'i Mania,1726.0,11,0,31.1,27.9,19.6,13.9,24.3,57.4,6.5,50800.0,767.0,Maïs
Sofia,389.0,4,0,24.8,23.3,16.4,10.2,18.9,63.1,6.1,57615.0,637.0,Oignon
Analanjirofo,54.0,11,0,54.8,35.0,29.5,18.5,30.0,84.2,6.7,59474.0,1057.0,Banane
Menabe,112.0,12,0,23.9,28.2,16.9,14.4,37.9,41.2,7.5,75912.0,738.0,Mangue
Atsimo-Andrefana,210.0,7,1,25.3,27.9,10.9,14.1,18.0,64.0,6.4,43459.0,1055.0,Oignon
Atsinanana,121.0,11,0,60.7,39.8,32.2,16.4,24.4,81.8,5.1,62266.0,803.0,Ananas
Vakinankaratra,1285.0,5,1,36.1,33.3,28.2,15.2,19.2,75.8,6.0,38203.0,567.0,Fraise
Haute Matsiatra,1579.0,1,0,24.1,24.9,18.2,12.7,28.5,57.1,6.1,55186.0,719.0,Orange
Atsinanana,186.0,12,0,60.7,39.8,32.2,16.4,31.5,91.0,6.4,63540.0,1281.0,Banane
Boeny,69.0,7,1,28.2,24.7,21.7,15.4,27.8,82.2,5.8,61873.0,840.0,Riz_Decrue
Vakinankaratra,1702.0,4,0,36.1,33.3,28.2,15.2,17.7,59.6,7.2,34629.0,575.0,Haricot_CS
SAVA,236.0,12,0,64.8,36.6,48.0,20.9,31.1,71.7,5.4,64454.0,463.0,Litchi
Menabe,239.0,10,1,23.9,28.2,16.9,14.4,32.7,41.0,6.7,59069.0,433.0,Mangue
Amoron'i Mania,1329.0,1,0,31.1,27.9,19.6,13.9,22.0,69.1,6.7,50300.0,567.0,Arachide
Haute Matsiatra,1269.0,1,0,24.1,24.9,18.2,12.7,25.6,68.2,6.4,68640.0,1284.0,Orange
Alaotra-Mangoro,1182.0,11,0,16.6,25.9,13.3,14.3,32.0,49.2,6.0,50647.0,1127.0,Arachide
Boeny,284.0,1,0,28.2,24.7,21.7,15.4,30.8,36.3,6.6,53654.0,1293.0,Sorgho
Itasy,1279.0,4,0,28.4,33.2,25.5,14.3,17.0,73.4,6.2,52795.0,677.0,Fraise
Melaky,68.0,12,0,26.0,23.7,21.3,15.3,24.8,99.4,5.3,45883.0,934.0,Riz_Bas_Fonds
Sofia,2.0,11,0,24.8,23.3,16.4,10.2,29.9,52.8,6.5,42066.0,1314.0,Maïs
Vakinankaratra,1539.0,8,1,36.1,33.3,28.2,15.2,19.1,75.2,5.8,27628.0,533.0,Pomme_de_Terre
Analamanga,1100.0,7,1,23.4,27.6,19.5,16.3,12.5,79.1,5.8,25170.0,628.0,Pomme_de_Terre
Sofia,362.0,1,0,24.8,23.3,16.4,10.2,13.5,72.1,6.1,30846.0,926.0,Haricot
Haute Matsiatra,1047.0,6,1,24.1,24.9,18.2,12.7,19.8,55.9,6.4,54539.0,857.0,Haricot_CS
Menabe,101.0,11,0,23.9,28.2,16.9,14.4,36.5,45.4,5.7,61215.0,725.0,Mangue
Atsimo-Andrefana,442.0,1,0,25.3,27.9,10.9,14.1,16.1,61.3,6.1,46400.0,363.0,Haricot
Atsinanana,208.0,1,0,60.7,39.8,32.2,16.4,23.0,94.2,6.6,53472.0,752.0,Banane
Anosy,59.0,6,1,19.2,22.4,16.0,15.2,20.7,67.4,6.1,59701.0,1155.0,Oignon
Alaotra-Mangoro,912.0,11,0,16.6,25.9,13.3,14.3,21.3,58.7,6.3,48194.0,1051.0,Arachide
Betsiboka,360.0,6,1,27.9,23.7,28.2,10.9,29.9,94.4,5.7,56352.0,1024.0,Riz_Decrue
Diana,213.0,1,0,30.8,26.1,20.5,24.4,24.0,70.2,6.1,53320.0,594.0,Orange
SAVA,333.0,9,1,64.8,36.6,48.0,20.9,26.7,75.1,5.0,57603.0,955.0,Ananas
Haute Matsiatra,1032.0,5,1,24.1,24.9,18.2,12.7,19.2,45.3,7.5,34479.0,614.0,Haricot_CS
Haute Matsiatra,1030.0,2,0,24.1,24.9,18.2,12.7,25.7,73.9,6.1,57907.0,754.0,Orange
Anosy,415.0,12,0,19.2,22.4,16.0,15.2,23.4,76.9,6.2,51690.0,760.0,Riz_Plateau
Analamanga,1510.0,12,0,23.4,27.6,19.5,16.3,29.1,67.3,6.4,54898.0,1387.0,Maïs
Haute Matsiatra,1227.0,8,1,24.1,24.9,18.2,12.7,16.9,66.8,5.6,36265.0,588.0,Pomme_de_Terre
Itasy,1213.0,12,0,28.4,33.2,25.5,14.3,28.3,64.3,6.9,40501.0,904.0,Arachide
Atsinanana,289.0,11,0,60.7,39.8,32.2,16.4,30.5,67.5,5.2,46529.0,928.0,Ananas
Analamanga,1466.0,4,0,23.4,27.6,19.5,16.3,19.3,75.8,6.4,49365.0,481.0,Fraise
Atsimo-Andrefana,332.0,6,1,25.3,27.9,10.9,14.1,25.1,35.4,7.4,43552.0,1744.0,Pois_du_Cap
Itasy,1361.0,12,0,28.4,33.2,25.5,14.3,28.1,51.7,5.5,51327.0,1081.0,Arachide
Bongolava,839.0,11,0,24.5,32.2,18.9,13.2,31.9,86.2,6.3,47928.0,712.0,Banane
Diana,215.0,12,0,30.8,26.1,20.5,24.4,27.0,64.6,6.7,73144.0,1078.0,Mangue
Bongolava,1049.0,11,0,24.5,32.2,18.9,13.2,25.2,79.2,6.9,49812.0,1364.0,Banane
Atsimo-Andrefana,277.0,6,1,25.3,27.9,10.9,14.1,25.0,25.8,7.0,54149.0,706.0,Sorgho_CS
Itasy,1768.0,5,1,28.4,33.2,25.5,14.3,21.3,71.1,6.3,31645.0,452.0,Fraise
Diana,13.0,1,0,30.8,26.1,20.5,24.4,20.3,71.5,7.2,47057.0,1039.0,Orange
Vakinankaratra,1635.0,8,1,36.1,33.3,28.2,15.2,15.2,82.7,6.2,41897.0,929.0,Pomme_de_Terre
Atsimo-Andrefana,147.0,7,1,25.3,27.9,10.9,14.1,26.5,56.3,6.5,30043.0,849.0,Oignon
Analamanga,1427.0,5,1,23.4,27.6,19.5,16.3,23.9,73.6,6.2,50275.0,829.0,Fraise
Itasy,1467.0,4,0,28.4,33.2,25.5,14.3,22.2,66.4,7.1,32012.0,1035.0,Haricot_CS
Amoron'i Mania,1011.0,5,1,31.1,27.9,19.6,13.9,17.8,75.5,6.1,45086.0,1368.0,Pomme_de_Terre
Itasy,1532.0,6,1,28.4,33.2,25.5,14.3,18.0,72.2,6.4,33238.0,757.0,Fraise
SAVA,71.0,12,0,64.8,36.6,48.0,20.9,28.7,73.5,5.3,43198.0,766.0,Litchi
Atsinanana,185.0,12,0,60.7,39.8,32.2,16.4,28.1,85.4,7.0,54970.0,953.0,Banane
Vakinankaratra,1359.0,6,1,36.1,33.3,28.2,15.2,22.4,70.6,5.7,40379.0,533.0,Fraise
Vakinankaratra,1834.0,12,0,36.1,33.3,28.2,15.2,27.6,57.5,6.4,49103.0,1072.0,Maïs
Atsinanana,23.0,11,0,60.7,39.8,32.2,16.4,31.1,70.2,6.2,44841.0,401.0,Litchi
Bongolava,1252.0,7,1,24.5,32.2,18.9,13.2,24.2,71.1,6.0,40404.0,787.0,Tomate
Bongolava,1029.0,11,0,24.5,32.2,18.9,13.2,29.4,97.8,5.4,51123.0,1455.0,Riz_Bas_Fonds
Anosy,240.0,6,1,19.2,22.4,16.0,15.2,25.8,45.5,6.3,61972.0,1163.0,Sorgho_CS
Androy,222.0,7,1,14.8,24.7,10.9,22.8,34.0,49.7,7.0,54531.0,1609.0,Sorgho_CS
Melaky,131.0,1,0,26.0,23.7,21.3,15.3,15.5,64.6,6.4,51511.0,761.0,Haricot
Haute Matsiatra,1282.0,2,0,24.1,24.9,18.2,12.7,26.3,74.2,7.4,56719.0,1118.0,Orange
Atsinanana,20.0,1,0,60.7,39.8,32.2,16.4,23.0,57.1,6.8,57508.0,1145.0,Arachide
Vakinankaratra,1425.0,8,1,36.1,33.3,28.2,15.2,27.7,62.5,6.9,56199.0,537.0,Oignon
Diana,383.0,6,1,30.8,26.1,20.5,24.4,22.8,65.2,7.0,39419.0,667.0,Oignon
Anosy,354.0,7,1,19.2,22.4,16.0,15.2,34.2,47.1,7.0,52533.0,763.0,Sorgho_CS
Androy,212.0,7,1,14.8,24.7,10.9,22.8,32.9,30.1,6.1,58010.0,907.0,Sorgho_CS
Vakinankaratra,1464.0,7,1,36.1,33.3,28.2,15.2,17.2,66.8,6.2,43468.0,593.0,Pomme
Amoron'i Mania,1465.0,12,0,31.1,27.9,19.6,13.9,25.9,39.9,7.2,53154.0,1018.0,Sorgho
Sofia,347.0,11,0,24.8,23.3,16.4,10.2,28.6,94.1,6.4,36126.0,751.0,Riz_Bas_Fonds
Analanjirofo,275.0,11,0,54.8,35.0,29.5,18.5,20.7,85.8,6.0,63126.0,452.0,Litchi
Vakinankaratra,1873.0,11,0,36.1,33.3,28.2,15.2,21.5,79.9,5.9,49240.0,1142.0,Riz_Plateau
Androy,57.0,5,1,14.8,24.7,10.9,22.8,30.1,38.1,6.5,61050.0,1023.0,Sorgho_CS
Boeny,254.0,12,0,28.2,24.7,21.7,15.4,27.5,62.2,5.9,61557.0,331.0,Riz_Plateau
Vakinankaratra,1597.0,7,1,36.1,33.3,28.2,15.2,12.4,77.4,6.2,22247.0,1085.0,Pomme_de_Terre
Vakinankaratra,1417.0,4,0,36.1,33.3,28.2,15.2,20.4,83.7,6.4,25328.0,691.0,Fraise
Androy,186.0,7,1,14.8,24.7,10.9,22.8,26.7,30.2,6.4,62475.0,1325.0,Sorgho_CS
Boeny,288.0,11,0,28.2,24.7,21.7,15.4,32.3,99.8,6.2,44277.0,491.0,Riz_Bas_Fonds
Diana,83.0,1,0,30.8,26.1,20.5,24.4,19.7,74.1,6.9,32325.0,536.0,Haricot
Amoron'i Mania,1125.0,7,1,31.1,27.9,19.6,13.9,12.5,72.3,5.6,58865.0,505.0,Pomme
Itasy,1152.0,12,0,28.4,33.2,25.5,14.3,21.8,63.5,5.9,50387.0,728.0,Riz_Plateau
Alaotra-Mangoro,1192.0,8,1,16.6,25.9,13.3,14.3,25.9,92.8,5.1,44267.0,1343.0,Riz_Decrue
Analamanga,1158.0,4,0,23.4,27.6,19.5,16.3,22.1,79.8,5.6,39673.0,444.0,Fraise
Anosy,80.0,6,1,19.2,22.4,16.0,15.2,26.9,35.8,7.0,41547.0,710.0,Sorgho_CS
Amoron'i Mania,1456.0,6,1,31.1,27.9,19.6,13.9,13.6,63.1,6.1,32025.0,459.0,Pomme
Itasy,1571.0,11,0,28.4,33.2,25.5,14.3,33.7,73.3,6.4,61479.0,683.0,Riz_Plateau
Itasy,1587.0,7,1,28.4,33.2,25.5,14.3,24.0,74.2,6.2,42773.0,790.0,Tomate
Boeny,34.0,10,1,28.2,24.7,21.7,15.4,26.5,58.3,7.5,79471.0,1174.0,Mangue
Atsinanana,161.0,1,0,60.7,39.8,32.2,16.4,30.9,66.0,6.5,64083.0,543.0,Riz_Plateau
Amoron'i Mania,1411.0,1,0,31.1,27.9,19.6,13.9,27.0,73.9,6.7,37921.0,619.0,Haricot
Haute Matsiatra,1088.0,8,1,24.1,24.9,18.2,12.7,20.8,70.7,6.0,41828.0,942.0,Pomme_de_Terre
Androy,377.0,7,1,14.8,24.7,10.9,22.8,29.4,32.2,5.9,59069.0,626.0,Sorgho_CS
Atsimo-Andrefana,497.0,5,1,25.3,27.9,10.9,14.1,27.0,59.6,7.3,51132.0,1169.0,Pois_du_Cap
Anosy,385.0,1,0,19.2,22.4,16.0,15.2,31.0,77.2,6.1,61034.0,308.0,Riz_Plateau
Atsimo-Andrefana,450.0,12,0,25.3,27.9,10.9,14.1,23.2,62.9,6.1,50057.0,528.0,Maïs
Atsinanana,212.0,12,0,60.7,39.8,32.2,16.4,32.0,70.6,5.4,50215.0,686.0,Litchi
Itasy,1698.0,2,0,28.4,33.2,25.5,14.3,26.0,67.4,6.9,63502.0,872.0,Maïs
Analanjirofo,197.0,11,0,54.8,35.0,29.5,18.5,24.5,79.5,5.6,53934.0,579.0,Litchi
Vatovavy-Fitovinany,137.0,12,0,54.5,26.3,29.7,21.3,23.4,51.5,6.5,55035.0,1171.0,Maïs
Itasy,1284.0,2,0,28.4,33.2,25.5,14.3,23.2,72.2,7.1,64383.0,1180.0,Orange
Diana,342.0,5,1,30.8,26.1,20.5,24.4,22.9,57.0,6.9,35912.0,1103.0,Oignon
Sofia,86.0,6,1,24.8,23.3,16.4,10.2,29.9,88.7,5.3,45048.0,987.0,Riz_Decrue
Atsinanana,163.0,1,0,60.7,39.8,32.2,16.4,33.5,77.2,6.5,54842.0,698.0,Banane
Sofia,235.0,5,1,24.8,23.3,16.4,10.2,31.3,84.4,5.4,46549.0,1141.0,Riz_Decrue
Menabe,192.0,1,0,23.9,28.2,16.9,14.4,28.2,63.5,6.2,55018.0,1168.0,Riz_Plateau
Boeny,46.0,2,0,28.2,24.7,21.7,15.4,23.1,76.2,6.1,40675.0,903.0,Haricot
Itasy,1723.0,6,1,28.4,33.2,25.5,14.3,25.0,77.4,5.8,45974.0,1835.0,Tomate
Diana,219.0,7,1,30.8,26.1,20.5,24.4,24.5,71.1,6.3,57243.0,1351.0,Tomate
Vatovavy-Fitovinany,361.0,1,0,54.5,26.3,29.7,21.3,25.1,67.8,6.3,28618.0,432.0,Haricot
Boeny,216.0,12,0,28.2,24.7,21.7,15.4,25.2,34.3,6.9,62582.0,1955.0,Sorgho
Itasy,1654.0,1,0,28.4,33.2,25.5,14.3,21.1,67.7,7.0,46775.0,679.0,Orange
Atsinanana,217.0,1,0,60.7,39.8,32.2,16.4,32.1,91.8,6.2,57867.0,954.0,Banane
Diana,134.0,6,1,30.8,26.1,20.5,24.4,24.8,53.9,6.2,46257.0,914.0,Oignon
Itasy,1733.0,6,1,28.4,33.2,25.5,14.3,16.8,66.3,6.5,46978.0,863.0,Pomme_de_Terre
Analanjirofo,359.0,12,0,54.8,35.0,29.5,18.5,34.6,60.6,5.6,59134.0,852.0,Riz_Plateau
Diana,119.0,2,0,30.8,26.1,20.5,24.4,19.7,79.4,7.3,47821.0,778.0,Orange
SAVA,406.0,10,1,64.8,36.6,48.0,20.9,27.5,75.7,5.2,60826.0,1015.0,Ananas
Boeny,77.0,6,1,28.2,24.7,21.7,15.4,26.0,83.2,5.4,35827.0,1447.0,Riz_Decrue
Menabe,224.0,12,0,23.9,28.2,16.9,14.4,30.6,44.9,6.2,60457.0,438.0,Mangue
SAVA,323.0,11,0,64.8,36.6,48.0,20.9,23.2,60.5,5.2,58426.0,714.0,Ananas
Boeny,35.0,11,0,28.2,24.7,21.7,15.4,34.4,94.7,5.2,40323.0,369.0,Riz_Bas_Fonds
Sofia,525.0,5,1,24.8,23.3,16.4,10.2,25.4,65.3,6.1,33482.0,464.0,Oignon
SAVA,16.0,1,0,64.8,36.6,48.0,20.9,25.0,78.3,6.5,36817.0,920.0,Haricot
Amoron'i Mania,1491.0,7,1,31.1,27.9,19.6,13.9,15.8,78.4,6.3,49667.0,1019.0,Pomme_de_Terre
Analamanga,1269.0,11,0,23.4,27.6,19.5,16.3,30.4,79.1,6.0,55839.0,349.0,Riz_Plateau
Bongolava,1282.0,11,0,24.5,32.2,18.9,13.2,20.6,79.3,6.4,50338.0,681.0,Haricot
SAVA,471.0,11,0,64.8,36.6,48.0,20.9,28.1,72.2,5.4,64165.0,725.0,Litchi
Haute Matsiatra,1293.0,2,0,24.1,24.9,18.2,12.7,22.6,66.3,6.6,50616.0,781.0,Orange
Vakinankaratra,1292.0,7,1,36.1,33.3,28.2,15.2,16.1,70.1,6.0,46873.0,985.0,Pomme
Menabe,3.0,6,1,23.9,28.2,16.9,14.4,20.7,54.0,6.7,45332.0,1362.0,Pois_du_Cap
Amoron'i Mania,1657.0,6,1,31.1,27.9,19.6,13.9,12.2,77.3,6.2,57686.0,750.0,Pomme
Atsinanana,20.0,12,0,60.7,39.8,32.2,16.4,25.6,70.9,5.4,66093.0,325.0,Litchi
Menabe,144.0,11,0,23.9,28.2,16.9,14.4,29.7,66.5,6.0,47331.0,541.0,Riz_Plateau
Vakinankaratra,1314.0,12,0,36.1,33.3,28.2,15.2,27.0,94.6,5.9,41215.0,779.0,Riz_Bas_Fonds
SAVA,484.0,12,0,64.8,36.6,48.0,20.9,34.7,88.7,6.1,38341.0,347.0,Riz_Bas_Fonds
Betsiboka,219.0,6,1,27.9,23.7,28.2,10.9,24.3,81.1,5.7,45504.0,1262.0,Riz_Decrue
Haute Matsiatra,1412.0,2,0,24.1,24.9,18.2,12.7,18.5,71.9,7.1,56406.0,667.0,Orange
Atsimo-Andrefana,357.0,6,1,25.3,27.9,10.9,14.1,30.2,40.2,7.3,55364.0,1238.0,Sorgho_CS
Bongolava,964.0,9,1,24.5,32.2,18.9,13.2,31.0,81.2,5.4,57986.0,421.0,Ananas
Bongolava,1074.0,6,1,24.5,32.2,18.9,13.2,23.5,51.9,6.1,33342.0,827.0,Haricot_CS
Menabe,93.0,12,0,23.9,28.2,16.9,14.4,18.4,67.6,6.1,46164.0,430.0,Haricot
Bongolava,908.0,12,0,24.5,32.2,18.9,13.2,26.9,51.9,5.7,38896.0,702.0,Arachide
Analamanga,1265.0,4,0,23.4,27.6,19.5,16.3,22.5,71.3,6.3,29497.0,461.0,Fraise
Itasy,1643.0,4,0,28.4,33.2,25.5,14.3,22.5,83.1,5.7,37050.0,516.0,Fraise
Androy,161.0,6,1,14.8,24.7,10.9,22.8,27.2,38.9,7.1,57910.0,1242.0,Sorgho_CS
Atsinanana,336.0,10,1,60.7,39.8,32.2,16.4,28.7,68.3,4.8,45338.0,436.0,Ananas
